log_id,maintenance_date,work_description,cost,drone_id
28577,2023-08-10,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,711.64,370
28578,2024-09-30,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,419.48,279
28579,2025-10-04,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,867.42,456
28580,2024-06-15,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,116.63,145
28581,2023-08-04,Thermal camera sensor recalibration and firmware patch application.,266.68,385
28582,2024-08-31,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,286.54,228
28583,2026-02-03,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,859.23,409
28584,2024-02-29,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,640.18,107
28585,2023-07-22,Installed new vibration dampening mounts on the camera gimbal payload.,394.67,513
28586,2025-01-01,Replaced main battery connector due to pin corrosion and tested power draw under load.,797.1,281
28587,2023-09-06,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,191.6,210
28588,2026-01-03,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,681.13,242
28589,2023-10-05,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,573.76,562
28590,2026-01-16,Thermal camera sensor recalibration and firmware patch application.,187.64,577
28591,2025-10-18,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,207.03,160
28592,2025-06-30,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,925.31,229
28593,2026-02-24,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,702.51,406
28594,2026-04-07,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,900.21,245
28595,2025-04-13,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,144.84,587
28596,2026-03-14,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,142.44,405
28597,2025-05-01,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,983.46,296
28598,2024-12-24,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,610.04,7
28599,2025-03-07,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,162.13,328
28600,2023-05-17,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,111.56,108
28601,2026-03-02,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,998.38,346
28602,2026-03-29,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,639.0,234
28603,2025-12-07,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,938.98,372
28604,2026-01-24,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,457.45,301
28605,2025-03-29,Thermal camera sensor recalibration and firmware patch application.,966.29,595
28606,2025-02-22,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,670.85,177
28607,2025-10-20,Replaced main battery connector due to pin corrosion and tested power draw under load.,443.52,325
28608,2026-02-25,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,533.21,256
28609,2025-11-12,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,569.02,321
28610,2025-07-15,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,116.94,341
28611,2026-04-08,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,398.25,450
28612,2024-11-23,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,507.59,502
28613,2026-02-26,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,681.37,477
28614,2026-01-02,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,434.83,496
28615,2025-07-21,Thermal camera sensor recalibration and firmware patch application.,244.06,559
28616,2025-06-17,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,477.95,419
28617,2025-04-24,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,337.18,318
28618,2026-01-30,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,519.61,106
28619,2024-09-27,Replaced main battery connector due to pin corrosion and tested power draw under load.,796.12,327
28620,2025-12-13,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,794.84,134
28621,2026-01-28,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,185.97,550
28622,2025-11-05,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,927.21,261
28623,2025-04-08,Installed new vibration dampening mounts on the camera gimbal payload.,336.39,8
28624,2026-04-09,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,896.57,195
28625,2025-02-24,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,110.11,547
28626,2026-04-09,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,106.62,478
28627,2026-03-06,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,298.52,299
28628,2024-11-15,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,804.56,493
28629,2025-04-17,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,966.59,427
28630,2025-11-22,Replaced main battery connector due to pin corrosion and tested power draw under load.,842.27,250
28631,2025-05-26,Replaced main battery connector due to pin corrosion and tested power draw under load.,157.35,479
28632,2026-04-03,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,973.32,273
28633,2024-10-29,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,883.27,440
28634,2024-03-27,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,697.46,565
28635,2024-09-18,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,789.69,420
28636,2025-07-26,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,649.4,250
28637,2026-01-22,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,854.39,267
28638,2025-09-01,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,662.4,257
28639,2024-08-23,Replaced main battery connector due to pin corrosion and tested power draw under load.,634.07,324
28640,2025-11-29,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,926.25,216
28641,2025-08-18,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,141.75,522
28642,2026-04-01,Replaced main battery connector due to pin corrosion and tested power draw under load.,837.76,503
28643,2024-08-25,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,902.02,3
28644,2026-03-07,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,943.71,217
28645,2025-05-30,Installed new vibration dampening mounts on the camera gimbal payload.,190.47,9
28646,2025-12-10,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,440.06,508
28647,2026-03-13,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,610.55,150
28648,2026-01-09,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,363.57,408
28649,2026-03-14,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,580.18,343
28650,2026-02-08,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,464.16,423
28651,2025-12-28,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,482.59,229
28652,2026-03-25,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,961.2,209
28653,2025-04-19,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,856.62,146
28654,2025-05-06,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,817.73,597
28655,2024-11-02,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,596.03,342
28656,2025-12-07,Installed new vibration dampening mounts on the camera gimbal payload.,428.29,384
28657,2025-05-29,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,476.45,214
28658,2023-12-28,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,482.72,534
28659,2025-05-05,Replaced main battery connector due to pin corrosion and tested power draw under load.,941.3,498
28660,2025-10-24,Installed new vibration dampening mounts on the camera gimbal payload.,534.53,488
28661,2025-02-25,Installed new vibration dampening mounts on the camera gimbal payload.,985.55,401
28662,2026-03-31,Installed new vibration dampening mounts on the camera gimbal payload.,703.62,284
28663,2026-04-04,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,684.94,585
28664,2025-12-17,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,345.53,514
28665,2026-02-28,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,528.18,200
28666,2023-10-21,Installed new vibration dampening mounts on the camera gimbal payload.,545.51,467
28667,2026-02-21,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,993.82,569
28668,2025-12-13,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,641.09,462
28669,2025-11-23,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,200.25,372
28670,2026-02-17,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,728.34,233
28671,2025-07-12,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,168.68,501
28672,2025-07-22,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,305.31,473
28673,2026-01-17,Installed new vibration dampening mounts on the camera gimbal payload.,320.14,224
28674,2024-11-11,Installed new vibration dampening mounts on the camera gimbal payload.,952.37,188
28675,2025-06-01,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,852.67,362
28676,2026-03-14,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,976.7,505
28677,2025-08-10,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,737.64,543
28678,2024-06-20,Replaced main battery connector due to pin corrosion and tested power draw under load.,959.82,227
28679,2024-12-07,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,358.27,438
28680,2024-11-30,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,255.71,479
28681,2024-04-11,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,323.28,380
28682,2026-04-07,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,792.3,535
28683,2026-02-27,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,727.4,384
28684,2024-02-08,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,567.8,381
28685,2024-07-07,Thermal camera sensor recalibration and firmware patch application.,743.42,494
28686,2024-05-12,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,461.46,281
28687,2026-01-04,Thermal camera sensor recalibration and firmware patch application.,107.27,368
28688,2025-03-05,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,266.89,181
28689,2026-03-23,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,502.68,398
28690,2025-05-16,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,140.15,251
28691,2025-02-16,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,496.87,204
28692,2025-01-09,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,840.13,252
28693,2025-12-21,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,713.95,214
28694,2026-01-06,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,921.1,442
28695,2026-02-22,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,139.6,169
28696,2024-01-24,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,878.45,482
28697,2026-01-24,Installed new vibration dampening mounts on the camera gimbal payload.,701.95,505
28698,2025-03-23,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,723.61,380
28699,2025-08-26,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,185.76,562
28700,2025-02-20,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,663.21,547
28701,2025-12-06,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,345.37,411
28702,2026-04-09,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,720.49,329
28703,2025-10-06,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,183.89,412
28704,2025-04-14,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,433.78,399
28705,2024-12-12,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,817.89,143
28706,2025-08-07,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,110.86,271
28707,2026-04-10,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,319.48,539
28708,2026-03-06,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,767.54,337
28709,2026-02-02,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,208.78,511
28710,2026-04-07,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,385.91,389
28711,2024-10-28,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,329.45,464
28712,2025-09-26,Thermal camera sensor recalibration and firmware patch application.,768.93,517
28713,2024-09-26,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,590.13,272
28714,2026-03-20,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,617.35,284
28715,2024-10-22,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,949.61,438
28716,2026-01-06,Replaced main battery connector due to pin corrosion and tested power draw under load.,696.92,455
28717,2024-05-28,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,393.87,231
28718,2024-05-06,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,252.77,293
28719,2026-03-12,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,688.92,348
28720,2025-08-21,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,758.75,347
28721,2025-12-20,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,698.07,360
28722,2025-12-01,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,332.76,595
28723,2025-09-30,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,268.04,248
28724,2026-03-27,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,458.61,247
28725,2023-09-13,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,823.66,123
28726,2026-01-02,Replaced main battery connector due to pin corrosion and tested power draw under load.,720.82,493
28727,2025-06-22,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,324.13,260
28728,2026-01-27,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,567.6,306
28729,2024-05-19,Thermal camera sensor recalibration and firmware patch application.,571.76,241
28730,2025-01-02,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,805.13,248
28731,2026-01-10,Replaced main battery connector due to pin corrosion and tested power draw under load.,706.03,583
28732,2026-03-28,Thermal camera sensor recalibration and firmware patch application.,924.59,9
28733,2025-12-06,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,377.62,442
28734,2026-04-09,Installed new vibration dampening mounts on the camera gimbal payload.,961.84,226
28735,2025-10-15,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,773.29,574
28736,2025-11-27,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,883.33,198
28737,2024-01-29,Thermal camera sensor recalibration and firmware patch application.,541.37,393
28738,2026-03-21,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,657.33,174
28739,2024-12-31,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,553.77,583
28740,2025-09-23,Replaced main battery connector due to pin corrosion and tested power draw under load.,396.06,599
28741,2025-07-24,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,469.42,563
28742,2025-11-30,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,445.21,308
28743,2026-02-07,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,164.13,306
28744,2026-03-25,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,928.22,291
28745,2026-03-27,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,654.09,339
28746,2025-05-06,Thermal camera sensor recalibration and firmware patch application.,323.39,589
28747,2025-11-11,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,656.58,532
28748,2025-02-28,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,414.88,335
28749,2024-07-03,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,271.72,595
28750,2025-01-08,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,581.89,161
28751,2026-03-17,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,962.66,119
28752,2025-09-14,Replaced main battery connector due to pin corrosion and tested power draw under load.,874.58,412
28753,2023-09-09,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,713.05,129
28754,2024-09-13,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,771.65,386
28755,2025-09-24,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,818.65,300
28756,2024-11-22,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,342.85,201
28757,2024-11-08,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,182.82,310
28758,2025-08-06,Thermal camera sensor recalibration and firmware patch application.,368.31,244
28759,2025-06-09,Thermal camera sensor recalibration and firmware patch application.,268.31,277
28760,2026-03-28,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,926.82,510
28761,2025-04-05,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,471.32,417
28762,2023-05-29,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,737.46,136
28763,2025-10-01,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,348.61,341
28764,2025-12-05,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,724.12,318
28765,2026-03-10,Replaced main battery connector due to pin corrosion and tested power draw under load.,662.5,472
28766,2024-07-21,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,471.9,461
28767,2026-03-18,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,512.56,566
28768,2023-10-27,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,195.85,123
28769,2026-04-01,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,939.01,520
28770,2024-12-21,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,650.86,470
28771,2026-01-20,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,401.85,200
28772,2025-11-15,Thermal camera sensor recalibration and firmware patch application.,324.98,414
28773,2023-01-03,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,469.56,136
28774,2024-09-13,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,751.42,359
28775,2026-04-07,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,618.4,189
28776,2025-11-15,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,485.18,353
28777,2025-12-15,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,495.51,307
28778,2025-03-09,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,226.34,391
28779,2026-01-25,Replaced main battery connector due to pin corrosion and tested power draw under load.,237.24,209
28780,2026-02-13,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,910.76,170
28781,2025-04-11,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,280.33,138
28782,2025-08-25,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,371.47,344
28783,2026-03-19,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,647.83,294
28784,2026-03-29,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,549.68,546
28785,2025-08-27,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,634.1,414
28786,2025-11-26,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,304.33,576
28787,2026-02-20,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,337.2,246
28788,2026-01-30,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,503.06,345
28789,2026-01-22,Replaced main battery connector due to pin corrosion and tested power draw under load.,700.89,501
28790,2025-01-20,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,339.81,310
28791,2024-12-19,Thermal camera sensor recalibration and firmware patch application.,896.44,567
28792,2026-03-21,Replaced main battery connector due to pin corrosion and tested power draw under load.,146.78,547
28793,2024-10-05,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,210.14,514
28794,2025-11-02,Thermal camera sensor recalibration and firmware patch application.,237.22,253
28795,2025-09-04,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,995.54,436
28796,2026-03-24,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,925.01,164
28797,2025-09-15,Installed new vibration dampening mounts on the camera gimbal payload.,684.71,302
28798,2025-11-03,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,620.24,282
28799,2026-03-13,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,822.91,226
28800,2026-03-07,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,985.31,164
28801,2025-07-19,Installed new vibration dampening mounts on the camera gimbal payload.,971.99,579
28802,2026-01-28,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,199.72,225
28803,2025-11-15,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,381.61,549
28804,2025-06-16,Installed new vibration dampening mounts on the camera gimbal payload.,239.26,265
28805,2024-09-19,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,437.66,349
28806,2025-08-07,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,959.54,350
28807,2026-02-03,Thermal camera sensor recalibration and firmware patch application.,842.31,153
28808,2026-01-05,Installed new vibration dampening mounts on the camera gimbal payload.,890.83,182
28809,2025-09-21,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,837.4,192
28810,2026-03-18,Thermal camera sensor recalibration and firmware patch application.,892.35,398
28811,2025-06-08,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,550.97,451
28812,2024-03-12,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,648.45,248
28813,2023-03-10,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,380.67,393
28814,2024-02-11,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,113.05,199
28815,2025-06-25,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,982.14,216
28816,2024-12-22,Replaced main battery connector due to pin corrosion and tested power draw under load.,914.75,169
28817,2024-06-05,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,146.31,172
28818,2026-04-02,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,116.02,545
28819,2024-10-10,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,445.57,370
28820,2025-11-10,Thermal camera sensor recalibration and firmware patch application.,175.05,200
28821,2023-03-22,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,940.37,469
28822,2024-06-28,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,130.27,371
28823,2025-12-25,Replaced main battery connector due to pin corrosion and tested power draw under load.,844.55,145
28824,2026-03-05,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,735.67,225
28825,2025-08-29,Replaced main battery connector due to pin corrosion and tested power draw under load.,345.24,361
28826,2026-01-22,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,811.09,116
28827,2025-09-05,Replaced main battery connector due to pin corrosion and tested power draw under load.,659.82,198
28828,2025-06-18,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,603.33,484
28829,2025-12-03,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,233.73,363
28830,2026-03-14,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,718.68,346
28831,2025-12-05,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,752.18,239
28832,2025-12-08,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,787.47,531
28833,2025-10-25,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,887.05,377
28834,2025-06-25,Thermal camera sensor recalibration and firmware patch application.,262.02,576
28835,2025-10-18,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,546.2,282
28836,2024-07-26,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,692.59,446
28837,2026-03-06,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,442.43,502
28838,2025-07-05,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,532.37,173
28839,2025-08-10,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,738.65,472
28840,2025-06-15,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,711.64,522
28841,2024-11-15,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,188.59,338
28842,2024-08-16,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,858.05,313
28843,2025-08-30,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,826.16,548
28844,2025-05-01,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,386.69,334
28845,2024-10-03,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,820.63,349
28846,2025-08-17,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,597.89,292
28847,2023-04-02,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,869.02,289
28848,2026-02-13,Replaced main battery connector due to pin corrosion and tested power draw under load.,149.59,510
28849,2025-06-15,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,256.09,239
28850,2026-02-28,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,723.15,109
28851,2025-10-08,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,194.54,410
28852,2025-05-10,Repaired cracked carbon fiber rotor arm using industrial epoxy and confirmed structural integrity.,318.84,480
28853,2024-12-25,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,815.42,316
28854,2025-12-22,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,300.65,267
28855,2026-02-10,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,497.43,596
28856,2025-06-20,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,861.43,511
28857,2023-05-02,Replaced main battery connector due to pin corrosion and tested power draw under load.,596.63,532
28858,2026-03-26,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,244.49,264
28859,2025-06-28,Rebuilt motor 3 entirely after bearing wear caused excessive in-flight vibration.,531.36,467
28860,2024-03-16,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,259.1,359
28861,2025-09-28,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,446.5,322
28862,2025-10-20,Preventive maintenance on folding mechanisms; lubricated hinges and checked locking pins.,321.3,237
28863,2025-06-07,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,356.55,559
28864,2025-02-03,Full airframe inspection; tightened all chassis screws and replaced GPS antenna cover.,905.42,515
28865,2026-03-05,Replaced landing gear strut assembly due to hairline fracture detected during pre-flight check.,676.85,175
28866,2026-03-03,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,551.68,435
28867,2025-06-07,Updated flight controller firmware to version 4.2.1 and recalibrated IMU sensors.,821.41,343
28868,2025-05-06,Diagnostic run completed after hard landing; no internal structural damage found; replaced landing skids.,496.81,582
28869,2025-04-02,Routine 100-hour service completed; replaced all four propellers and cleaned motor housings.,798.13,280
28870,2024-11-21,Cleaned and tested obstacle avoidance proximity sensors; restored optimal range detection.,191.22,9
28871,2026-02-25,Installed new vibration dampening mounts on the camera gimbal payload.,149.0,472
28872,2025-03-31,Swapped out faulty telemetry transmitter module; signal latency now within normal parameters.,231.21,8
28873,2025-03-14,Swapped out ESC board on motor arm 2 after persistent overheating warnings.,171.45,6
28874,2025-12-10,Calibrated LIDAR sensor alignment and verified distance accuracy against known baseline.,270.74,102
